id,max_perplexity,mean_perplexity
1287937,55.996734619140625,22.72852349281311
1325382,383.5734558105469,46.21299486160278
1342694,59.59513854980469,23.814884376525878
1293184,48.852806091308594,23.085695934295654
1354667,118.88473510742188,39.120038731892905
1127783,65.837158203125,32.52048110961914
1194032,43.66606521606445,20.12720863024394
1246770,64.68220520019531,28.90773811340332
1330026,31.422779083251953,18.907993030548095
1201223,82.76325225830078,31.23299813270569
1109857,39.17987823486328,18.526846170425415
1357622,31.797183990478516,26.915771484375
1203004,31.14756965637207,18.28247356414795
1374420,48.5040397644043,30.989714940388996
1158764,67.59747314453125,25.723989963531494
1377954,41.76163864135742,29.279454708099365
1212850,215.31668090820312,61.53805025692644
1307723,73.45530700683594,29.099361188950077
1316412,42.327667236328125,19.867396788163617
1390034,107.78434753417969,55.27552261352539
1329324,308.0119934082031,49.883609735048736
1145302,35.29945755004883,26.355526447296143
1282936,107.87237548828125,43.16146381084736
1396224,110.79125213623047,53.354389905929565
1280842,66.56648254394531,20.13788264138358
1084644,68.88198852539062,23.531604426247732
1361744,71.09456634521484,47.94412612915039
1328048,32.853694915771484,16.499813715616863
1411814,44.75968551635742,33.663201332092285
1122591,84.807861328125,28.045930703481037
1262768,42.20604705810547,17.38992947798509
1128961,41.324886322021484,21.695232441550807
1069281,77.66373443603516,46.19388427734375
1233920,51.70566940307617,25.440458234151205
1159746,30.1830997467041,20.05394212404887
1407161,32.07386779785156,21.457834911346435
1072112,115.47020721435547,56.79525820414225
1215854,70.13379669189453,33.447381019592285
1234889,119.95223999023438,34.02931132683387
1346509,54.526329040527344,25.53700910295759
1387505,88.57858276367188,45.9373140335083
1062417,47.245574951171875,31.40532350540161
1298982,46.0201416015625,26.473350715637206
1408509,74.75543212890625,56.77157974243164
1114448,171.50082397460938,29.019122475071956
1135727,27.90709114074707,20.831762313842773
1131505,30.792705535888672,20.65111514500209
1209011,42.86464309692383,18.787938404083253
1205639,69.1397476196289,27.538974200978
1308396,91.6892318725586,32.61871932103084
1245902,2331.539306640625,150.28580208828575
1195675,92.33797454833984,31.9403617978096
1184353,28.247966766357422,18.39067730536828
1375086,42.07893371582031,30.470690965652466
1213679,886.0633544921875,180.24897575378418
1151257,45.60017013549805,26.00172257423401
1093421,143.35299682617188,28.673984498688668
1051617,64.32685089111328,42.170281569163
1173775,583.8419799804688,61.79434331258138
1125476,65.54368591308594,26.133296712239584
1300776,135.37789916992188,46.682993200090195
1174287,25.091876983642578,19.31536020551409
1294319,56.1174201965332,25.193464612960817
1395210,82.26748657226562,34.98324577624981
1216788,191.60435485839844,42.34198176860809
1307329,750.441162109375,78.89383701844649
1160473,63.81548309326172,30.894324016571044
1065703,52.12950134277344,29.45814748243852
1200004,56.414127349853516,30.90069713592529
1250737,52.13203811645508,28.074334780375164
1159062,239.4376220703125,42.131673728718475
1355142,79.82331085205078,43.03775405883789
1137743,58.39087677001953,21.938336345884537
1181305,45.332496643066406,23.57164900643485
1393538,41.23818588256836,27.907771004570854
1190385,18.96072006225586,15.828904665433443
1203102,50.87981033325195,18.053861554463705
1269624,36.7579460144043,17.418075031704372
1114904,254.71832275390625,57.15922522544861
1368797,44.170223236083984,32.61353356497629
1107554,113.44595336914062,32.54096840109144
1150194,56.77303695678711,27.12471068989147
1163931,193.03697204589844,51.67725759744644
1146917,89.61212158203125,24.51905277797154
1093366,37.84422302246094,22.709858087392952
1182236,39.361976623535156,22.00134312022816
1382912,46.80131149291992,24.63117657767402
1114216,56.05788803100586,22.954244911670685
1062325,28.088272094726562,22.635831594467163
1346825,32.00481414794922,32.00481414794922
1172484,174.25904846191406,116.74257278442383
1317980,449.20489501953125,105.2387170791626
1364609,37.08266830444336,26.550450219048393
1113742,19.824697494506836,13.005044400691986
1143823,89.30426025390625,34.53091803464022
1323889,56.367286682128906,22.984149773915608
1089949,49.76854705810547,29.120017460414342
1194096,52.368255615234375,25.462717056274414
1145737,60.58967971801758,33.04189199559829
1097691,165.8268585205078,39.781917120281015
1123690,54.81346130371094,29.531595587730408
1363917,39.354705810546875,29.12234745025635
1239823,32.229759216308594,20.28177444751446
1188071,91.07292175292969,26.42340108326503
1372370,22.243223190307617,16.091473865509034
1217878,33.92042541503906,21.738026830885147
1117051,36.77862548828125,23.40136416753133
1367032,59.88372802734375,28.65042037963867
1051378,343.45220947265625,73.86310787200928
1274737,46.02012252807617,23.15105332268609
1334039,32.12592697143555,16.278323256451152
1316782,139.04336547851562,46.749381118350556
1140992,85.01860809326172,23.57929519244603
1249433,34.03770065307617,20.54828906059265
1379652,54.496280670166016,28.108141803741454
1095149,46.24251937866211,20.705391057332356
1091754,63.443199157714844,26.804511590437457
1091499,49.044185638427734,24.445765642019417
1182971,770.1614990234375,83.69570760726928
1151886,153.89552307128906,37.80298004150391
1166814,363.8851318359375,60.225726647810504
1368947,60.06512451171875,43.33196678161621
1381075,118.86505889892578,64.5855072869195
1054793,836.2435913085938,185.95248165130616
1147590,36.96754837036133,23.953276487497185
1406999,136.10964965820312,59.148229360580444
1409694,80.17074584960938,42.00354987382889
1397079,105.79243469238281,36.35514970259233
1305124,55.542686462402344,27.26211452484131
1288467,58.28400421142578,24.928319215774536
1394995,43.324310302734375,24.02729456765311
1122147,86.27205657958984,39.40313924153646
1225145,41.794097900390625,20.066205978393555
1361367,42.39781188964844,31.42370891571045
1174158,86.95482635498047,41.85985917311449
1373836,228.3353271484375,57.97596006393432
1061701,73.63520812988281,28.72365415096283
1343664,41.904300689697266,23.672388003422665
1245959,41.83285140991211,26.0541768507524
1271569,50.45771408081055,44.61688232421875
1161825,84.6406478881836,39.69055262478915
1122432,47.29674530029297,25.024616241455078
1124730,34.42672348022461,22.34494905471802
1328994,35.18485641479492,21.51672468185425
1226359,70.19143676757812,26.006429808480398
1242357,33.310176849365234,20.784700287712944
1319301,35.62207794189453,19.67149257659912
1394540,84.06425476074219,49.79677653312683
1175641,84.42777252197266,69.9694430033366
1059491,51.373390197753906,26.376099109649658
1056636,43.654788970947266,23.286603450775146
1091832,59.512245178222656,31.905144453048706
1330511,106.810302734375,26.692189276218414
1314361,70.33795928955078,28.90376411784779
1096094,24.226268768310547,20.52682571411133
1118696,32.87076187133789,21.36718290502375
1150856,41.6709098815918,27.818817832253195
1141159,56.38612747192383,31.29086410298067
1100906,68.56206512451172,30.673367556403665
1177208,185.93463134765625,41.21158719062805
1209556,27.87259292602539,17.669889146631416
1056879,169.58441162109375,47.45090588656339
1215938,30.076904296875,15.845361351966858
1080526,57.20560073852539,30.18842819758824
1072657,542.4830932617188,282.06181716918945
1326114,65.86180114746094,24.20055694580078
1209086,34.162696838378906,21.209516313340927
1216439,65.5941162109375,30.65960232416789
1394258,106.31168365478516,38.75707530975342
1141381,52.46236801147461,24.13797338803609
1157609,21021.607421875,1809.6327053705852
1254560,666.86865234375,74.5099562605222
1103130,56.86705780029297,23.03754768371582
1050117,70.38409423828125,32.82287406921387
1173862,77.51104736328125,34.64686292012532
1115967,56.19475173950195,28.90863037109375
1268714,53.38847351074219,27.7338210886175
1180072,113.436279296875,46.77146911621094
1164542,111.71260833740234,50.21364084879557
1366444,36.763160705566406,32.71757469177246
1294586,41.04468536376953,23.967075416019984
1178781,49.213382720947266,32.23866081237793
1215171,37.273223876953125,20.455724239349365
1108206,35.628501892089844,22.803484439849854
1394961,1268.3935546875,181.57265366448297
1374835,29.490100860595703,17.484748601913452
1072085,57.05495834350586,35.66612672805786
1409228,76.75054168701172,35.915717124938965
1137625,63.90342712402344,30.127921104431152
1292658,67.40145874023438,38.196842988332115
1375160,35.06992721557617,26.572283608572825
1179269,110.86518096923828,39.40205971399943
1346969,75.86686706542969,40.26824869428362
1201629,132.14605712890625,31.690787111009872
1313250,249.09957885742188,34.54186236858368
1065626,82.08277893066406,47.57596969604492
1103210,26.657373428344727,17.12698984146118
1111418,81.98279571533203,25.534384965896606
1345376,393.29791259765625,103.0062213897705
1162540,26.322118759155273,17.244702127244736
1336866,92.79472351074219,45.898477745056155
1156603,63.60847473144531,34.71798507372538
1159254,94.87184143066406,34.73600620269775
1382256,24.606491088867188,15.088439464569092
1058808,64.22408294677734,26.52728647655911
1064761,175.22476196289062,60.39755439758301
1054433,47.97661209106445,30.001721382141113
1308866,76.79927062988281,28.542315891810826
1097824,87.51004791259766,31.392720222473145
1353235,44.6144905090332,31.348490397135418
1370486,50.09830093383789,32.02181540595161
1277872,52.209007263183594,24.785730183124542
1091867,65.41177368164062,31.499723843165807
1282510,49.66690444946289,25.27622594833374
1131204,26.130849838256836,16.511291715833877
1202494,117.66131591796875,28.210332283606895
1147278,51.57630157470703,16.566056966781616
1131211,122.74455261230469,45.093981477949356
1269902,54.77278137207031,19.477868398030598
1292861,27.633371353149414,19.02780055999756
1200211,58.790672302246094,23.04760307073593
1092461,20.350244522094727,14.421511888504028
1176421,95.25973510742188,39.54065122102436
1079354,30.64617919921875,21.94931344985962
1068290,52.23563766479492,38.506178174700054
1187143,50.99091720581055,23.66001982915969
1054315,240.60755920410156,53.5072208404541
1139935,41.95487594604492,23.188890361785887
1094876,27.873144149780273,15.10337708791097
1305003,46.46533203125,23.609247790442573
1075632,101.72396850585938,34.53307574135916
1206132,198.6221466064453,44.302161869249844
1144214,37.42203140258789,22.85914373397827
1332426,49.71769332885742,24.41314846277237
1057168,492.2510986328125,87.08452055189345
1319059,42.85928726196289,25.969364738464357
1137906,75.59400939941406,29.074597072601318
1411608,169.80410766601562,49.16066253185272
1243907,32.00321960449219,20.130815717909073
1360912,409.2806091308594,56.251348892847695
1348100,65.05538940429688,23.55958995819092
1051917,30.57692527770996,20.053650220235188
1235403,47.51105499267578,23.59045960352971
1363095,280.5496520996094,95.32805170331683
1324706,61.91877746582031,36.03306982252333
1183372,55.871829986572266,32.26690034866333
1283162,74.66455078125,34.79618148803711
1065079,69.34722900390625,40.07934199439155
1219836,28.518169403076172,16.36703509550828
1187036,21.186891555786133,17.151291847229004
1159928,32.383243560791016,18.362386635371617
1266975,39.614444732666016,21.481915752093
1366547,96.43692016601562,52.24667231241862
1141983,48.04946517944336,21.476531253141516
1229189,156.88722229003906,27.250407814979553
1389638,47.656097412109375,28.81320369243622
1272312,28.549985885620117,16.11948823928833
1091705,63.06620407104492,24.815732574462892
1184003,46.68819046020508,19.606563687324524
1066688,183.7156219482422,104.82583808898926
1191305,30.20513343811035,18.9760901927948
1370500,208.7439422607422,71.17335052490235
1303320,28.3814754486084,17.898893220084055
1385889,78.66175842285156,30.956772645314533
1055666,48.49821090698242,22.886174297332765
1224443,58.839298248291016,23.143989663375052
1050246,132.2419891357422,48.22735706965128
1357090,31.5289306640625,19.781446774800617
1268840,98.03801727294922,32.67094457850737
1119584,89.12975311279297,32.514003192677215
1110684,95.6515884399414,32.85453745035025
1215753,38.21889877319336,24.728040108313927
1131706,54.34257125854492,24.969045434679305
1318571,32.68177032470703,25.024702072143555
1277836,2654.969970703125,188.13356917613262
1376555,40.50429153442383,23.407182502746583
